,PEP_ID,YEAR,DAY_BB,DAY_CL,sp,lat,lon,alt
65046,202,1982,113,275,BEPE,54.1667,10.05,35.0
65060,765,1982,113,276,BEPE,53.0333,9.83333,75.0
65065,1074,1982,113,256,BEPE,51.9,9.85,200.0
65069,5341,1982,113,285,BEPE,53.5167,12.6667,70.0
65095,5949,1982,114,280,BEPE,51.5,11.3667,200.0
65123,2496,1982,114,255,BEPE,49.75,7.3,450.0
65137,3750,1982,114,266,BEPE,48.5833,12.1833,390.0
65139,3945,1982,114,262,BEPE,48.9,11.6167,400.0
65142,362,1982,114,281,BEPE,52.6,8.83333,40.0
65143,450,1982,114,292,BEPE,52.7167,9.25,25.0
65153,1129,1982,114,288,BEPE,53.15,8.2,5.0
65179,799,1982,115,278,BEPE,53.4833,9.15,5.0
65194,1217,1982,115,305,BEPE,53.1,8.86667,4.0
65215,2217,1982,115,289,BEPE,51.0167,9.93333,330.0
65217,2296,1982,115,244,BEPE,51.0,9.06667,320.0
65220,2415,1982,115,283,BEPE,50.1667,8.06667,380.0
65221,2438,1982,115,285,BEPE,50.6167,8.35,190.0
65223,2489,1982,115,260,BEPE,49.6333,7.28333,420.0
65224,2615,1982,115,255,BEPE,50.2,6.41667,450.0
65248,4643,1982,115,294,BEPE,49.4667,6.9,260.0
65268,3069,1982,115,292,BEPE,49.5333,9.31667,340.0
65276,3694,1982,115,268,BEPE,48.8833,12.6,330.0
65319,855,1982,116,276,BEPE,53.5667,9.51667,20.0
65346,2763,1982,116,259,BEPE,49.5,7.76667,250.0
65350,4230,1982,116,291,BEPE,49.5833,10.6,290.0
65352,4340,1982,116,291,BEPE,49.95,10.2833,220.0
65380,4789,1982,117,279,BEPE,52.8333,13.8333,40.0
65395,103,1982,117,291,BEPE,53.6167,10.7,30.0
65402,427,1982,117,276,BEPE,52.4,9.45,50.0
65422,3091,1982,117,274,BEPE,49.2667,8.75,180.0
65423,3230,1982,117,270,BEPE,47.7,9.2,410.0
65442,6381,1982,117,262,BEPE,50.35,11.0667,490.0
65471,2671,1982,118,295,BEPE,50.2333,7.86667,310.0
65473,2869,1982,118,268,BEPE,48.9833,9.58333,290.0
65479,3290,1982,118,283,BEPE,48.8,8.31667,150.0
65482,3346,1982,118,295,BEPE,48.2833,8.85,520.0
65486,3542,1982,118,263,BEPE,48.3833,12.1833,460.0
65489,3995,1982,118,276,BEPE,50.0,12.0833,530.0
65491,4173,1982,118,295,BEPE,49.35,10.5167,410.0
65493,4198,1982,118,301,BEPE,49.1667,10.3333,450.0
65495,4333,1982,118,285,BEPE,50.1,9.65,180.0
65497,4434,1982,118,280,BEPE,49.7,10.0167,190.0
65515,142,1982,118,275,BEPE,54.5,11.1,6.0
65519,244,1982,118,251,BEPE,54.5167,9.56667,18.0
65539,5302,1982,118,257,BEPE,53.55,13.8333,55.0
65544,5501,1982,118,255,BEPE,50.8667,12.45,260.0
65563,5729,1982,119,283,BEPE,52.1333,11.8333,60.0
65566,5756,1982,119,286,BEPE,52.5,12.0333,20.0
65587,1974,1982,119,299,BEPE,49.7333,9.0,180.0
65594,2853,1982,119,262,BEPE,48.9667,10.1333,440.0
65613,118,1982,119,270,BEPE,54.6167,8.96667,10.0
65624,638,1982,119,259,BEPE,52.9333,9.73333,70.0
65634,1187,1982,119,282,BEPE,53.0667,8.16667,15.0
65644,531,1982,120,275,BEPE,51.95,9.73333,200.0
65670,5333,1982,120,285,BEPE,53.75,14.0667,1.0
65672,5414,1982,120,291,BEPE,51.1833,14.4333,190.0
65708,4848,1982,120,294,BEPE,52.9833,13.35,45.0
65721,3452,1982,120,258,BEPE,48.0167,9.25,590.0
65724,3633,1982,120,280,BEPE,48.6333,11.3167,420.0
65784,4054,1982,121,280,BEPE,49.9333,11.2833,400.0
65788,4172,1982,121,295,BEPE,49.3333,10.8,400.0
65790,4456,1982,121,282,BEPE,48.45,10.2667,450.0
65805,4714,1982,122,288,BEPE,52.7333,14.2167,5.0
65815,498,1982,122,289,BEPE,51.5,10.1833,210.0
65826,2958,1982,122,295,BEPE,48.9667,9.13333,200.0
65829,3438,1982,122,266,BEPE,47.9333,9.55,580.0
65851,1469,1982,122,269,BEPE,50.5667,6.26667,530.0
65853,1758,1982,122,274,BEPE,51.45,8.35,320.0
65854,2075,1982,122,269,BEPE,50.9667,8.5,420.0
65855,2225,1982,122,270,BEPE,50.95,9.86667,230.0
65858,2566,1982,122,274,BEPE,49.9667,7.3,450.0
65875,3378,1982,123,272,BEPE,48.2833,9.71667,510.0
65880,3617,1982,123,292,BEPE,48.6,11.6333,410.0
65883,3705,1982,123,273,BEPE,48.8167,12.8,320.0
65890,3986,1982,123,285,BEPE,49.4333,12.5833,530.0
65892,4263,1982,123,280,BEPE,48.9,10.9333,550.0
65930,6020,1982,124,257,BEPE,51.9167,12.7833,90.0
65931,6024,1982,124,298,BEPE,52.3833,11.6833,60.0
65939,4241,1982,124,261,BEPE,49.2833,10.2667,500.0
65941,4256,1982,124,258,BEPE,49.45,10.3167,350.0
65943,4539,1982,124,282,BEPE,47.9667,10.15,610.0
65961,2914,1982,124,292,BEPE,48.6333,10.0167,620.0
65962,3127,1982,124,302,BEPE,49.4167,9.28333,290.0
65971,3545,1982,124,292,BEPE,48.4667,11.9333,420.0
65980,3912,1982,124,283,BEPE,49.15,11.6667,520.0
66019,5443,1982,125,288,BEPE,50.9,13.0,290.0
66037,4266,1982,125,244,BEPE,49.0167,11.1167,560.0
66047,2893,1982,125,272,BEPE,49.1333,10.1833,460.0
66056,3484,1982,125,274,BEPE,48.4,11.7333,450.0
66060,3659,1982,125,276,BEPE,47.8167,12.65,610.0
66062,3744,1982,125,276,BEPE,49.1333,12.7333,480.0
66064,3824,1982,125,267,BEPE,48.75,13.8167,720.0
66067,3865,1982,125,271,BEPE,49.3167,12.85,400.0
66074,3534,1982,126,263,BEPE,48.05,11.95,530.0
66078,3703,1982,126,269,BEPE,48.85,13.15,450.0
66083,5413,1982,126,289,BEPE,50.5333,12.3,440.0
66112,4098,1982,126,285,BEPE,50.1167,11.6167,370.0
66115,4394,1982,126,287,BEPE,50.3,10.4667,280.0
66137,2976,1982,127,260,BEPE,49.4833,9.76667,250.0
66144,3884,1982,127,294,BEPE,49.1667,11.45,400.0
66171,2808,1982,127,283,BEPE,49.1167,7.56667,280.0
66182,2552,1982,128,280,BEPE,50.1667,7.55,450.0
66189,2852,1982,128,298,BEPE,49.0167,10.2167,570.0
66190,2886,1982,128,296,BEPE,49.25,9.95,440.0
66194,3065,1982,128,260,BEPE,49.4,9.4,230.0
66204,3723,1982,128,310,BEPE,48.85,13.3333,560.0
66207,3997,1982,128,283,BEPE,50.1667,12.1333,540.0
66212,4317,1982,128,263,BEPE,50.2833,9.91667,500.0
66214,4506,1982,128,287,BEPE,48.1667,10.1167,530.0
66216,4584,1982,128,289,BEPE,47.5667,10.2167,730.0
66218,4592,1982,128,265,BEPE,48.5667,10.7333,430.0
66246,5507,1982,129,277,BEPE,51.2667,15.0333,180.0
66248,5625,1982,129,285,BEPE,50.5333,12.7833,500.0
66259,3993,1982,129,292,BEPE,50.3167,11.9167,500.0
66277,3018,1982,129,275,BEPE,48.5,10.1167,460.0
66287,3876,1982,129,300,BEPE,49.8667,11.9,460.0
66296,1537,1982,130,298,BEPE,51.9667,7.3,110.0
66303,5670,1982,130,258,BEPE,50.7333,13.0333,450.0
66312,3959,1982,130,288,BEPE,49.5333,11.6833,420.0
66314,3983,1982,130,269,BEPE,49.6167,12.35,570.0
66317,4121,1982,130,289,BEPE,50.2833,11.7333,610.0
66318,4132,1982,130,277,BEPE,49.7667,11.55,420.0
66322,4239,1982,130,264,BEPE,49.4,11.4,450.0
66333,3515,1982,130,278,BEPE,47.7167,11.4167,620.0
66335,3628,1982,130,277,BEPE,47.8,11.0167,980.0
66337,3781,1982,130,301,BEPE,48.4,13.0,400.0
66341,3426,1982,131,298,BEPE,48.4833,9.41667,460.0
66346,3918,1982,131,260,BEPE,49.2167,11.7667,510.0
66361,4135,1982,131,279,BEPE,50.2167,11.9667,520.0
66386,3893,1982,132,261,BEPE,49.8333,12.05,500.0
66388,5403,1982,132,276,BEPE,50.5833,12.6333,500.0
66403,2250,1982,133,267,BEPE,51.4667,9.01667,290.0
66407,2916,1982,133,296,BEPE,48.6833,10.1667,490.0
66413,3486,1982,133,284,BEPE,48.05,10.8833,590.0
66418,3978,1982,133,261,BEPE,49.6333,12.2667,450.0
66435,4055,1982,134,289,BEPE,49.95,11.1667,450.0
66437,4156,1982,134,270,BEPE,50.0167,11.95,600.0
66439,4268,1982,134,290,BEPE,48.9,11.0,440.0
66444,2126,1982,134,263,BEPE,50.5,10.0167,560.0
66448,3264,1982,134,274,BEPE,47.8,8.03333,920.0
66449,3366,1982,134,279,BEPE,48.65,8.78333,450.0
66455,3685,1982,134,270,BEPE,47.8833,11.0333,700.0
66466,6188,1982,135,285,BEPE,50.5167,10.85,600.0
66471,6398,1982,135,272,BEPE,50.6833,10.8,700.0
66474,4492,1982,135,273,BEPE,47.5667,10.7,810.0
66485,3852,1982,135,291,BEPE,49.0333,11.4833,370.0
66491,3798,1982,136,292,BEPE,49.0833,12.8833,430.0
66507,4080,1982,137,284,BEPE,50.3667,11.5167,590.0
66510,4157,1982,137,282,BEPE,50.1,11.8833,620.0
66518,3911,1982,137,270,BEPE,49.1,11.8167,460.0
66531,3526,1982,138,295,BEPE,48.3833,11.4167,470.0
66532,3589,1982,138,284,BEPE,47.65,11.75,790.0
66536,4495,1982,138,269,BEPE,48.4333,10.4167,460.0
66537,4517,1982,138,277,BEPE,47.7167,10.2333,900.0
66544,5449,1982,139,284,BEPE,50.75,13.75,760.0
66547,3422,1982,140,292,BEPE,48.4,9.2,800.0
66584,2761,1983,85,282,BEPE,49.4667,7.56667,250.0
66588,3071,1983,87,292,BEPE,49.3667,9.61667,240.0
66605,1936,1983,96,264,BEPE,50.3667,9.15,300.0
66613,3099,1983,98,290,BEPE,49.0833,8.38333,110.0
66614,3633,1983,98,285,BEPE,48.6333,11.3167,420.0
66629,2698,1983,99,300,BEPE,49.6333,8.36667,95.0
66643,1217,1983,100,261,BEPE,53.1,8.86667,4.0
66656,3254,1983,101,296,BEPE,47.6,7.63333,280.0
66675,4584,1983,102,290,BEPE,47.5667,10.2167,730.0
66676,4641,1983,102,285,BEPE,49.4167,6.91667,220.0
66681,3482,1983,102,264,BEPE,47.7333,12.8833,480.0
66685,3014,1983,103,256,BEPE,49.0833,9.88333,370.0
66699,2390,1983,103,273,BEPE,49.9833,7.96667,120.0
66740,2009,1983,105,281,BEPE,50.5167,8.81667,170.0
66744,2568,1983,105,290,BEPE,49.75,6.65,260.0
66750,3100,1983,105,285,BEPE,48.95,8.4,130.0
66754,3173,1983,105,287,BEPE,48.7667,8.25,180.0
66797,1539,1983,106,300,BEPE,51.8333,7.3,65.0
66802,1920,1983,106,286,BEPE,49.6667,8.65,210.0
66824,3694,1983,106,265,BEPE,48.8833,12.6,330.0
66835,1187,1983,106,296,BEPE,53.0667,8.16667,15.0
66844,951,1983,107,261,BEPE,52.5,7.3,25.0
66859,1619,1983,107,277,BEPE,52.0833,8.51667,150.0
66876,2168,1983,107,268,BEPE,51.3833,9.51667,170.0
66889,5414,1983,107,291,BEPE,51.1833,14.4333,190.0
66899,6028,1983,107,256,BEPE,50.9667,12.1333,300.0
66923,3023,1983,107,298,BEPE,49.0667,8.8,190.0
66927,3088,1983,107,288,BEPE,49.3833,8.8,130.0
67015,1072,1983,108,278,BEPE,52.3,10.4333,80.0
67029,1358,1983,108,288,BEPE,50.6667,6.8,160.0
67030,1372,1983,108,290,BEPE,50.9167,6.81667,80.0
67044,1782,1983,108,280,BEPE,51.6667,8.35,75.0
67049,1980,1983,108,291,BEPE,49.7167,8.83333,210.0
67053,2242,1983,108,300,BEPE,51.35,8.73333,400.0
67058,2381,1983,108,275,BEPE,50.4833,8.26667,205.0
67065,2652,1983,108,280,BEPE,49.9833,6.88333,160.0
67078,4364,1983,108,273,BEPE,50.15,10.4333,290.0
67089,4789,1983,108,256,BEPE,52.8333,13.8333,40.0
67103,4260,1983,109,256,BEPE,49.55,10.2333,330.0
67137,638,1983,109,255,BEPE,52.9333,9.73333,70.0
67139,656,1983,109,290,BEPE,52.5333,10.35,50.0
67143,867,1983,109,270,BEPE,53.5167,9.48333,25.0
67155,1127,1983,109,287,BEPE,52.1667,10.55,80.0
67164,1326,1983,109,281,BEPE,51.5833,6.25,20.0
67186,3069,1983,109,292,BEPE,49.5333,9.31667,340.0
67188,3105,1983,109,303,BEPE,48.9667,8.3,120.0
67195,3452,1983,109,290,BEPE,48.0167,9.25,590.0
67233,1589,1983,109,275,BEPE,51.95,7.98333,55.0
67235,1690,1983,109,301,BEPE,52.3,8.91667,50.0
67238,1723,1983,109,275,BEPE,51.9167,8.38333,75.0
67240,1832,1983,109,267,BEPE,50.9167,8.1,350.0
67268,1876,1983,110,300,BEPE,51.4,7.43333,120.0
67285,2655,1983,110,297,BEPE,49.9833,6.76667,290.0
67294,2867,1983,110,283,BEPE,48.9833,9.36667,290.0
67299,2985,1983,110,280,BEPE,48.65,9.46667,310.0
67307,3124,1983,110,271,BEPE,49.4667,9.21667,390.0
67317,3290,1983,110,277,BEPE,48.8,8.31667,150.0
67324,3526,1983,110,298,BEPE,48.3833,11.4167,470.0
67326,3542,1983,110,271,BEPE,48.3833,12.1833,460.0
67335,3750,1983,110,278,BEPE,48.5833,12.1833,390.0
67345,3991,1983,110,272,BEPE,50.2667,10.9667,300.0
67346,4039,1983,110,272,BEPE,50.3667,10.8,340.0
67348,4173,1983,110,292,BEPE,49.35,10.5167,410.0
67350,4241,1983,110,279,BEPE,49.2833,10.2667,500.0
67356,4386,1983,110,254,BEPE,49.7167,10.2167,230.0
67370,4687,1983,110,292,BEPE,51.7833,14.3167,70.0
67394,427,1983,110,268,BEPE,52.4,9.45,50.0
67434,5302,1983,110,276,BEPE,53.55,13.8333,55.0
67448,5621,1983,110,291,BEPE,51.0333,12.8,180.0
67458,5756,1983,110,288,BEPE,52.5,12.0333,20.0
67500,5949,1983,111,274,BEPE,51.5,11.3667,200.0
67503,6020,1983,111,286,BEPE,51.9167,12.7833,90.0
67523,4098,1983,111,281,BEPE,50.1167,11.6167,370.0
67529,4230,1983,111,300,BEPE,49.5833,10.6,290.0
67537,4412,1983,111,262,BEPE,50.4,10.35,310.0
67543,4519,1983,111,291,BEPE,47.7,10.35,710.0
67549,4691,1983,111,270,BEPE,52.3833,13.05,35.0
67567,1758,1983,111,268,BEPE,51.45,8.35,320.0
67573,2038,1983,111,288,BEPE,50.0,8.71667,160.0
67578,2140,1983,111,279,BEPE,51.4,9.46667,260.0
67581,2225,1983,111,276,BEPE,50.95,9.86667,230.0
67589,2415,1983,111,286,BEPE,50.1667,8.06667,380.0
67602,3018,1983,111,274,BEPE,48.5,10.1167,460.0
67606,3076,1983,111,260,BEPE,49.4667,9.58333,340.0
67627,3659,1983,111,273,BEPE,47.8167,12.65,610.0
67629,3705,1983,111,293,BEPE,48.8167,12.8,320.0
67643,94,1983,111,299,BEPE,53.4833,10.6333,20.0
67656,480,1983,111,264,BEPE,51.5333,9.93333,150.0
67668,765,1983,111,280,BEPE,53.0333,9.83333,75.0
67729,977,1983,112,280,BEPE,52.3167,8.03333,90.0
67748,1713,1983,112,282,BEPE,51.5833,9.3,230.0
67759,2049,1983,112,288,BEPE,50.1167,8.91667,110.0
67765,2133,1983,112,264,BEPE,50.85,10.0,240.0
67768,2217,1983,112,285,BEPE,51.0167,9.93333,330.0
67778,2739,1983,112,272,BEPE,49.1667,7.88333,240.0
67784,5333,1983,112,272,BEPE,53.75,14.0667,1.0
67785,5341,1983,112,289,BEPE,53.5167,12.6667,70.0
67787,5413,1983,112,276,BEPE,50.5333,12.3,440.0
67818,3983,1983,112,280,BEPE,49.6167,12.35,570.0
67819,3984,1983,112,279,BEPE,49.3167,12.75,420.0
67829,4434,1983,112,278,BEPE,49.7,10.0167,190.0
67831,4445,1983,112,290,BEPE,49.8833,10.0333,260.0
67833,4456,1983,112,279,BEPE,48.45,10.2667,450.0
67836,4506,1983,112,271,BEPE,48.1667,10.1167,530.0
67855,2831,1983,112,289,BEPE,49.35,7.41667,280.0
67856,2842,1983,112,305,BEPE,48.7167,9.21667,391.0
67868,3438,1983,112,266,BEPE,47.9333,9.55,580.0
67872,3617,1983,112,292,BEPE,48.6,11.6333,410.0
67876,3693,1983,112,285,BEPE,48.8333,12.9667,310.0
67883,3945,1983,112,271,BEPE,48.9,11.6167,400.0
67885,2853,1983,113,257,BEPE,48.9667,10.1333,440.0
67890,2893,1983,113,266,BEPE,49.1333,10.1833,460.0
67894,3346,1983,113,281,BEPE,48.2833,8.85,520.0
67897,3426,1983,113,300,BEPE,48.4833,9.41667,460.0
67911,3865,1983,113,267,BEPE,49.3167,12.85,400.0
67913,3947,1983,113,265,BEPE,49.1,12.4833,570.0
67959,531,1983,113,280,BEPE,51.95,9.73333,200.0
67967,799,1983,113,288,BEPE,53.4833,9.15,5.0
67978,1119,1983,113,296,BEPE,52.1833,10.7167,150.0
67979,1129,1983,113,297,BEPE,53.15,8.2,5.0
68006,2023,1983,113,280,BEPE,50.6333,9.45,270.0
68011,2166,1983,113,281,BEPE,51.2833,9.63333,220.0
68023,2295,1983,113,263,BEPE,50.8667,9.46667,330.0
68037,2671,1983,113,302,BEPE,50.2333,7.86667,310.0
68038,2674,1983,113,287,BEPE,50.1667,7.73333,240.0
68040,4015,1983,113,290,BEPE,49.8667,11.0,290.0
68048,4198,1983,113,295,BEPE,49.1667,10.3333,450.0
68050,4240,1983,113,296,BEPE,49.3833,10.3333,440.0
68056,4340,1983,113,281,BEPE,49.95,10.2833,220.0
68058,4492,1983,113,271,BEPE,47.5667,10.7,810.0
68064,4615,1983,113,279,BEPE,49.4833,6.86667,250.0
68066,4643,1983,113,291,BEPE,49.4667,6.9,260.0
68082,4055,1983,114,284,BEPE,49.95,11.1667,450.0
68086,4239,1983,114,277,BEPE,49.4,11.4,450.0
68087,4263,1983,114,268,BEPE,48.9,10.9333,550.0
68106,4848,1983,114,286,BEPE,52.9833,13.35,45.0
68128,280,1983,114,254,BEPE,53.95,9.71667,20.0
68151,1203,1983,114,291,BEPE,53.3333,8.48333,3.0
68159,2937,1983,114,296,BEPE,49.15,9.28333,220.0
68163,3087,1983,114,288,BEPE,49.25,8.73333,140.0
68174,3484,1983,114,278,BEPE,48.4,11.7333,450.0
68175,3534,1983,114,273,BEPE,48.05,11.95,530.0
68176,3545,1983,114,286,BEPE,48.4667,11.9333,420.0
68184,3824,1983,114,265,BEPE,48.75,13.8167,720.0
68185,3884,1983,114,282,BEPE,49.1667,11.45,400.0
68188,3918,1983,114,261,BEPE,49.2167,11.7667,510.0
68199,5443,1983,114,282,BEPE,50.9,13.0,290.0
68270,2075,1983,115,270,BEPE,50.9667,8.5,420.0
68276,2438,1983,115,266,BEPE,50.6167,8.35,190.0
68283,2869,1983,115,286,BEPE,48.9833,9.58333,290.0
68286,2976,1983,115,288,BEPE,49.4833,9.76667,250.0
68290,3230,1983,115,285,BEPE,47.7,9.2,410.0
68298,3486,1983,115,288,BEPE,48.05,10.8833,590.0
68301,3589,1983,115,288,BEPE,47.65,11.75,790.0
68303,3628,1983,115,277,BEPE,47.8,11.0167,980.0
68305,3685,1983,115,275,BEPE,47.8833,11.0333,700.0
68306,3703,1983,115,277,BEPE,48.85,13.15,450.0
68308,3744,1983,115,271,BEPE,49.1333,12.7333,480.0
68313,3986,1983,115,272,BEPE,49.4333,12.5833,530.0
68315,4054,1983,115,275,BEPE,49.9333,11.2833,400.0
68330,4592,1983,115,270,BEPE,48.5667,10.7333,430.0
68332,4632,1983,115,299,BEPE,49.1667,7.05,230.0
68363,450,1983,115,284,BEPE,52.7167,9.25,25.0
68372,855,1983,115,282,BEPE,53.5667,9.51667,20.0
68374,975,1983,115,293,BEPE,52.15,8.05,120.0
68388,5507,1983,115,280,BEPE,51.2667,15.0333,180.0
68395,5729,1983,115,284,BEPE,52.1333,11.8333,60.0
68421,5501,1983,116,279,BEPE,50.8667,12.45,260.0
68424,5788,1983,116,278,BEPE,52.3833,11.4667,75.0
68432,6024,1983,116,290,BEPE,52.3833,11.6833,60.0
68446,6381,1983,116,279,BEPE,50.35,11.0667,490.0
68460,4132,1983,116,290,BEPE,49.7667,11.55,420.0
68461,4135,1983,116,273,BEPE,50.2167,11.9667,520.0
68464,4268,1983,116,284,BEPE,48.9,11.0,440.0
68496,2296,1983,116,268,BEPE,51.0,9.06667,320.0
68501,2489,1983,116,265,BEPE,49.6333,7.28333,420.0
68519,3515,1983,116,271,BEPE,47.7167,11.4167,620.0
68525,3723,1983,116,282,BEPE,48.85,13.3333,560.0
68531,3852,1983,116,313,BEPE,49.0333,11.4833,370.0
68532,3893,1983,116,270,BEPE,49.8333,12.05,500.0
68553,1074,1983,116,253,BEPE,51.9,9.85,200.0
68556,103,1983,117,288,BEPE,53.6167,10.7,30.0
68557,118,1983,117,261,BEPE,54.6167,8.96667,10.0
68559,152,1983,117,289,BEPE,54.1,10.8167,10.0
68561,244,1983,117,245,BEPE,54.5167,9.56667,18.0
68563,362,1983,117,283,BEPE,52.6,8.83333,40.0
68564,498,1983,117,280,BEPE,51.5,10.1833,210.0
68587,1974,1983,117,292,BEPE,49.7333,9.0,180.0
68593,2496,1983,117,246,BEPE,49.75,7.3,450.0
68597,5403,1983,117,276,BEPE,50.5833,12.6333,500.0
68623,3959,1983,117,284,BEPE,49.5333,11.6833,420.0
68624,3978,1983,117,267,BEPE,49.6333,12.2667,450.0
68625,3993,1983,117,278,BEPE,50.3167,11.9167,500.0
68631,4156,1983,117,269,BEPE,50.0167,11.95,600.0
68632,4317,1983,117,288,BEPE,50.2833,9.91667,500.0
68636,4539,1983,117,278,BEPE,47.9667,10.15,610.0
68653,2852,1983,117,289,BEPE,49.0167,10.2167,570.0
68656,3366,1983,117,272,BEPE,48.65,8.78333,450.0
68665,3912,1983,117,290,BEPE,49.15,11.6667,520.0
68666,2916,1983,118,291,BEPE,48.6833,10.1667,490.0
68671,3065,1983,118,258,BEPE,49.4,9.4,230.0
68677,3798,1983,118,276,BEPE,49.0833,12.8833,430.0
68687,5625,1983,118,278,BEPE,50.5333,12.7833,500.0
68741,2552,1983,118,285,BEPE,50.1667,7.55,450.0
68744,2808,1983,118,309,BEPE,49.1167,7.56667,280.0
68746,4121,1983,118,283,BEPE,50.2833,11.7333,610.0
68750,4157,1983,118,283,BEPE,50.1,11.8833,620.0
68754,4458,1983,118,279,BEPE,47.7333,10.3167,680.0
68772,4172,1983,119,279,BEPE,49.3333,10.8,400.0
68773,4419,1983,119,306,BEPE,50.4167,10.3833,340.0
68779,199,1983,119,269,BEPE,54.1167,10.1667,45.0
68797,3876,1983,119,302,BEPE,49.8667,11.9,460.0
68838,1537,1983,120,295,BEPE,51.9667,7.3,110.0
68847,2566,1983,120,266,BEPE,49.9667,7.3,450.0
68858,3378,1983,120,263,BEPE,48.2833,9.71667,510.0
68867,3995,1983,120,255,BEPE,50.0,12.0833,530.0
68868,4045,1983,120,297,BEPE,50.2667,11.15,380.0
68872,4256,1983,120,272,BEPE,49.45,10.3167,350.0
68873,4333,1983,120,285,BEPE,50.1,9.65,180.0
68874,4394,1983,120,298,BEPE,50.3,10.4667,280.0
68878,4494,1983,120,274,BEPE,47.5667,10.75,810.0
68879,4495,1983,120,281,BEPE,48.4333,10.4167,460.0
68905,6188,1983,120,287,BEPE,50.5167,10.85,600.0
68919,5670,1983,121,293,BEPE,50.7333,13.0333,450.0
68940,2886,1983,121,318,BEPE,49.25,9.95,440.0
68995,3997,1983,124,292,BEPE,50.1667,12.1333,540.0
68996,4080,1983,124,287,BEPE,50.3667,11.5167,590.0
69007,2914,1983,124,284,BEPE,48.6333,10.0167,620.0
69016,1469,1983,124,289,BEPE,50.5667,6.26667,530.0
69020,2250,1983,124,246,BEPE,51.4667,9.01667,290.0
69022,2126,1983,125,279,BEPE,50.5,10.0167,560.0
69025,2958,1983,125,295,BEPE,48.9667,9.13333,200.0
69042,6398,1983,125,270,BEPE,50.6833,10.8,700.0
69043,4517,1983,126,271,BEPE,47.7167,10.2333,900.0
69053,202,1983,126,291,BEPE,54.1667,10.05,35.0
69072,3264,1983,129,275,BEPE,47.8,8.03333,920.0
69084,4266,1983,130,245,BEPE,49.0167,11.1167,560.0
69093,5449,1983,132,278,BEPE,50.75,13.75,760.0
69112,3422,1983,138,296,BEPE,48.4,9.2,800.0
69144,3071,1984,99,308,BEPE,49.3667,9.61667,240.0
69148,3099,1984,100,286,BEPE,49.0833,8.38333,110.0
69152,656,1984,101,281,BEPE,52.5333,10.35,50.0
69157,1936,1984,102,267,BEPE,50.3667,9.15,300.0
69169,3105,1984,104,303,BEPE,48.9667,8.3,120.0
69182,2763,1984,105,297,BEPE,49.5,7.76667,250.0
69193,569,1984,106,276,BEPE,51.8167,10.0667,240.0
69201,3091,1984,106,283,BEPE,49.2667,8.75,180.0
69203,3254,1984,106,296,BEPE,47.6,7.63333,280.0
69211,1876,1984,106,310,BEPE,51.4,7.43333,120.0
69224,977,1984,107,270,BEPE,52.3167,8.03333,90.0
69226,2867,1984,107,286,BEPE,48.9833,9.36667,290.0
69231,1980,1984,107,298,BEPE,49.7167,8.83333,210.0
69239,2009,1984,108,294,BEPE,50.5167,8.81667,170.0
69269,3230,1984,108,288,BEPE,47.7,9.2,410.0
69287,1326,1984,109,274,BEPE,51.5833,6.25,20.0
69296,1619,1984,109,282,BEPE,52.0833,8.51667,150.0
69306,2698,1984,109,301,BEPE,49.6333,8.36667,95.0
69310,3986,1984,110,286,BEPE,49.4333,12.5833,530.0
69314,4519,1984,110,285,BEPE,47.7,10.35,710.0
69331,6028,1984,110,267,BEPE,50.9667,12.1333,300.0
69335,3100,1984,110,291,BEPE,48.95,8.4,130.0
69355,1217,1984,110,281,BEPE,53.1,8.86667,4.0
69376,1920,1984,110,283,BEPE,49.6667,8.65,210.0
69380,2390,1984,110,274,BEPE,49.9833,7.96667,120.0
69395,1723,1984,111,271,BEPE,51.9167,8.38333,75.0
69401,2038,1984,111,294,BEPE,50.0,8.71667,160.0
69437,5414,1984,111,289,BEPE,51.1833,14.4333,190.0
69464,1072,1984,111,285,BEPE,52.3,10.4333,80.0
69469,1127,1984,111,285,BEPE,52.1667,10.55,80.0
69478,1372,1984,111,280,BEPE,50.9167,6.81667,80.0
69499,867,1984,112,276,BEPE,53.5167,9.48333,25.0
69503,951,1984,112,269,BEPE,52.5,7.3,25.0
69507,1111,1984,112,261,BEPE,52.4333,10.85,60.0
69529,4643,1984,112,288,BEPE,49.4667,6.9,260.0
69534,4741,1984,112,271,BEPE,52.2167,14.1167,100.0
69535,4789,1984,112,258,BEPE,52.8333,13.8333,40.0
69558,2168,1984,112,267,BEPE,51.3833,9.51667,170.0
69566,2655,1984,112,297,BEPE,49.9833,6.76667,290.0
69571,2739,1984,112,274,BEPE,49.1667,7.88333,240.0
69574,2831,1984,112,285,BEPE,49.35,7.41667,280.0
69579,2958,1984,112,287,BEPE,48.9667,9.13333,200.0
69587,3069,1984,112,290,BEPE,49.5333,9.31667,340.0
69589,3088,1984,112,283,BEPE,49.3833,8.8,130.0
69602,3173,1984,112,290,BEPE,48.7667,8.25,180.0
69608,3378,1984,112,276,BEPE,48.2833,9.71667,510.0
69611,3750,1984,112,272,BEPE,48.5833,12.1833,390.0
69653,1539,1984,113,299,BEPE,51.8333,7.3,65.0
69657,1589,1984,113,280,BEPE,51.95,7.98333,55.0
69665,1832,1984,113,256,BEPE,50.9167,8.1,350.0
69667,1872,1984,113,266,BEPE,51.3,7.36667,220.0
